7.812500e-03 8.293933e-02 
7.812500e-03 8.293933e-02 
7.812500e-03 1.680933e-05 
7.812500e-03 1.680933e-05 
7.812500e-03 1.680933e-05 
7.812500e-03 1.680933e-05 
7.812500e-03 4.996990e-01 
7.812500e-03 4.996990e-01 
7.812500e-03 8.266553e-03 
7.812500e-03 8.266553e-03 
7.812500e-03 8.266553e-03 
7.812500e-03 8.266553e-03 
7.812500e-03 8.266553e-03 
7.812500e-03 8.266553e-03 
7.812500e-03 8.266553e-03 
7.812500e-03 8.293933e-02 
7.812500e-03 8.293933e-02 
7.812500e-03 8.293933e-02 
7.812500e-03 8.293933e-02 
7.812500e-03 1.680933e-05 
7.812500e-03 1.680933e-05 
