 709	 2.337605e-02
 709	 3.714356e-02
 709	 5.034749e-02
 709	 6.240243e-02
 709	 7.276569e-02
 709	 8.097157e-02
 709	 8.665344e-02
 709	 8.955873e-02
 709	 8.955873e-02
 709	 8.665344e-02
 709	 8.097157e-02
 709	 7.276569e-02
 709	 6.240243e-02
 709	 5.034749e-02
 709	 3.714356e-02
 709	 2.337605e-02
 709	 3.714356e-02
 709	 4.639078e-02
 709	 5.562757e-02
 709	 6.429976e-02
 709	 7.190171e-02
 709	 7.800238e-02
 709	 8.226371e-02
 709	 8.445345e-02
 709	 8.445345e-02
 709	 8.226371e-02
 709	 7.800238e-02
 709	 7.190171e-02
 709	 6.429976e-02
 709	 5.562757e-02
 709	 4.639078e-02
 709	 3.714356e-02
 709	 5.034749e-02
 709	 5.562757e-02
 709	 6.143841e-02
 709	 6.722176e-02
 709	 7.248351e-02
 709	 7.680920e-02
 709	 7.987683e-02
 709	 8.146643e-02
 709	 8.146643e-02
 709	 7.987683e-02
 709	 7.680920e-02
 709	 7.248351e-02
 709	 6.722176e-02
 709	 6.143841e-02
 709	 5.562757e-02
 709	 5.034749e-02
 709	 6.240243e-02
 709	 6.429976e-02
 709	 6.722176e-02
 709	 7.059138e-02
 709	 7.391121e-02
 709	 7.677122e-02
 709	 7.885638e-02
 709	 7.995295e-02
 709	 7.995295e-02
 709	 7.885638e-02
 709	 7.677122e-02
 709	 7.391121e-02
 709	 7.059138e-02
 709	 6.722176e-02
 709	 6.429976e-02
 709	 6.240243e-02
 709	 7.276569e-02
 709	 7.190171e-02
 709	 7.248351e-02
 709	 7.391121e-02
 709	 7.567740e-02
 709	 7.736967e-02
 709	 7.867431e-02
 709	 7.937985e-02
 709	 7.937985e-02
 709	 7.867431e-02
 709	 7.736967e-02
 709	 7.567740e-02
 709	 7.391121e-02
 709	 7.248351e-02
 709	 7.190171e-02
 709	 7.276569e-02
 709	 8.097157e-02
 709	 7.800238e-02
 709	 7.680920e-02
 709	 7.677122e-02
 709	 7.736967e-02
 709	 7.818711e-02
 709	 7.890832e-02
 709	 7.932197e-02
 709	 7.932197e-02
 709	 7.890832e-02
 709	 7.818711e-02
 709	 7.736967e-02
 709	 7.677122e-02
 709	 7.680920e-02
 709	 7.800238e-02
 709	 8.097157e-02
 709	 8.665344e-02
 709	 8.226371e-02
 709	 7.987683e-02
 709	 7.885638e-02
 709	 7.867431e-02
 709	 7.890832e-02
 709	 7.924110e-02
 709	 7.946060e-02
 709	 7.946060e-02
 709	 7.924110e-02
 709	 7.890832e-02
 709	 7.867431e-02
 709	 7.885638e-02
 709	 7.987683e-02
 709	 8.226371e-02
 709	 8.665344e-02
 709	 8.955873e-02
 709	 8.445345e-02
 709	 8.146643e-02
 709	 7.995295e-02
 709	 7.937985e-02
 709	 7.932197e-02
 709	 7.946060e-02
 709	 7.958311e-02
 709	 7.958311e-02
 709	 7.946060e-02
 709	 7.932197e-02
 709	 7.937985e-02
 709	 7.995295e-02
 709	 8.146643e-02
 709	 8.445345e-02
 709	 8.955873e-02
 709	 8.955873e-02
 709	 8.445345e-02
 709	 8.146643e-02
 709	 7.995295e-02
 709	 7.937985e-02
 709	 7.932197e-02
 709	 7.946060e-02
 709	 7.958311e-02
 709	 7.958311e-02
 709	 7.946060e-02
 709	 7.932197e-02
 709	 7.937985e-02
 709	 7.995295e-02
 709	 8.146643e-02
 709	 8.445345e-02
 709	 8.955873e-02
 709	 8.665344e-02
 709	 8.226371e-02
 709	 7.987683e-02
 709	 7.885638e-02
 709	 7.867431e-02
 709	 7.890832e-02
 709	 7.924110e-02
 709	 7.946060e-02
 709	 7.946060e-02
 709	 7.924110e-02
 709	 7.890832e-02
 709	 7.867431e-02
 709	 7.885638e-02
 709	 7.987683e-02
 709	 8.226371e-02
 709	 8.665344e-02
 709	 8.097157e-02
 709	 7.800238e-02
 709	 7.680920e-02
 709	 7.677122e-02
 709	 7.736967e-02
 709	 7.818711e-02
 709	 7.890832e-02
 709	 7.932197e-02
 709	 7.932197e-02
 709	 7.890832e-02
 709	 7.818711e-02
 709	 7.736967e-02
 709	 7.677122e-02
 709	 7.680920e-02
 709	 7.800238e-02
 709	 8.097157e-02
 709	 7.276569e-02
 709	 7.190171e-02
 709	 7.248351e-02
 709	 7.391121e-02
 709	 7.567740e-02
 709	 7.736967e-02
 709	 7.867431e-02
 709	 7.937985e-02
 709	 7.937985e-02
 709	 7.867431e-02
 709	 7.736967e-02
 709	 7.567740e-02
 709	 7.391121e-02
 709	 7.248351e-02
 709	 7.190171e-02
 709	 7.276569e-02
 709	 6.240243e-02
 709	 6.429976e-02
 709	 6.722176e-02
 709	 7.059138e-02
 709	 7.391121e-02
 709	 7.677122e-02
 709	 7.885638e-02
 709	 7.995295e-02
 709	 7.995295e-02
 709	 7.885638e-02
 709	 7.677122e-02
 709	 7.391121e-02
 709	 7.059138e-02
 709	 6.722176e-02
 709	 6.429976e-02
 709	 6.240243e-02
 709	 5.034749e-02
 709	 5.562757e-02
 709	 6.143841e-02
 709	 6.722176e-02
 709	 7.248351e-02
 709	 7.680920e-02
 709	 7.987683e-02
 709	 8.146643e-02
 709	 8.146643e-02
 709	 7.987683e-02
 709	 7.680920e-02
 709	 7.248351e-02
 709	 6.722176e-02
 709	 6.143841e-02
 709	 5.562757e-02
 709	 5.034749e-02
