0.00195312	0.00195312	3.76946e-05
0.00195312	0.00585938	0.000112951
0.00195312	0.00976562	0.000188232
0.00195312	0.0136719	0.000263459
0.00195312	0.0175781	0.000338682
0.00195312	0.0214844	0.000413817
0.00195312	0.0253906	0.000488927
0.00195312	0.0292969	0.000563928
0.00195312	0.0332031	0.000638879
0.00195312	0.0371094	0.000713701
0.00195312	0.0410156	0.000788447
0.00195312	0.0449219	0.000863044
0.00195312	0.0488281	0.000937541
0.00195312	0.0527344	0.00101187
0.00195312	0.0566406	0.00108607
0.00195312	0.0605469	0.00116008
0.00195312	0.0644531	0.00123395
0.00195312	0.0683594	0.0013076
0.00195312	0.0722656	0.00138108
0.00195312	0.0761719	0.00145432
0.00195312	0.0800781	0.00152738
0.00195312	0.0839844	0.00160017
0.00195312	0.0878906	0.00167276
0.00195312	0.0917969	0.00174506
0.00195312	0.0957031	0.00181713
0.00195312	0.0996094	0.0018889
0.00195312	0.103516	0.00196041
0.00195312	0.107422	0.0020316
0.00195312	0.111328	0.00210251
0.00195312	0.115234	0.00217307
0.00195312	0.119141	0.00224334
0.00195312	0.123047	0.00231324
0.00195312	0.126953	0.00238282
0.00195312	0.130859	0.00245201
0.00195312	0.134766	0.00252086
0.00195312	0.138672	0.0025893
0.00195312	0.142578	0.00265738
0.00195312	0.146484	0.00272504
0.00195312	0.150391	0.00279231
0.00195312	0.154297	0.00285913
0.00195312	0.158203	0.00292555
0.00195312	0.162109	0.00299151
0.00195312	0.166016	0.00305703
0.00195312	0.169922	0.00312208
0.00195312	0.173828	0.00318667
0.00195312	0.177734	0.00325076
0.00195312	0.181641	0.00331439
0.00195312	0.185547	0.0033775
0.00195312	0.189453	0.00344011
0.00195312	0.193359	0.00350219
0.00195312	0.197266	0.00356377
0.00195312	0.201172	0.00362478
0.00195312	0.205078	0.00368527
0.00195312	0.208984	0.00374518
0.00195312	0.212891	0.00380455
0.00195312	0.216797	0.00386333
0.00195312	0.220703	0.00392155
0.00195312	0.224609	0.00397915
0.00195312	0.228516	0.00403618
0.00195312	0.232422	0.00409258
0.00195312	0.236328	0.00414838
0.00195312	0.240234	0.00420353
0.00195312	0.244141	0.00425808
0.00195312	0.248047	0.00431196
0.00195312	0.251953	0.00436521
0.00195312	0.255859	0.00441779
0.00195312	0.259766	0.00446972
0.00195312	0.263672	0.00452096
0.00195312	0.267578	0.00457153
0.00195312	0.271484	0.0046214
0.00195312	0.275391	0.00467059
0.00195312	0.279297	0.00471906
0.00195312	0.283203	0.00476684
0.00195312	0.287109	0.00481388
0.00195312	0.291016	0.00486021
0.00195312	0.294922	0.0049058
0.00195312	0.298828	0.00495066
0.00195312	0.302734	0.00499476
0.00195312	0.306641	0.00503813
0.00195312	0.310547	0.00508072
0.00195312	0.314453	0.00512256
0.00195312	0.318359	0.00516361
0.00195312	0.322266	0.0052039
0.00195312	0.326172	0.0052434
0.00195312	0.330078	0.00528211
0.00195312	0.333984	0.00532002
0.00195312	0.337891	0.00535714
0.00195312	0.341797	0.00539344
0.00195312	0.345703	0.00542894
0.00195312	0.349609	0.00546362
0.00195312	0.353516	0.00549748
0.00195312	0.357422	0.0055305
0.00195312	0.361328	0.0055627
0.00195312	0.365234	0.00559405
0.00195312	0.369141	0.00562457
0.00195312	0.373047	0.00565423
0.00195312	0.376953	0.00568305
0.00195312	0.380859	0.005711
0.00195312	0.384766	0.00573811
0.00195312	0.388672	0.00576434
0.00195312	0.392578	0.00578971
0.00195312	0.396484	0.0058142
0.00195312	0.400391	0.00583782
0.00195312	0.404297	0.00586056
0.00195312	0.408203	0.00588242
0.00195312	0.412109	0.00590339
0.00195312	0.416016	0.00592347
0.00195312	0.419922	0.00594266
0.00195312	0.423828	0.00596096
0.00195312	0.427734	0.00597836
0.00195312	0.431641	0.00599486
0.00195312	0.435547	0.00601045
0.00195312	0.439453	0.00602514
0.00195312	0.443359	0.00603892
0.00195312	0.447266	0.00605179
0.00195312	0.451172	0.00606376
0.00195312	0.455078	0.0060748
0.00195312	0.458984	0.00608494
0.00195312	0.462891	0.00609416
0.00195312	0.466797	0.00610245
0.00195312	0.470703	0.00610983
0.00195312	0.474609	0.0061163
0.00195312	0.478516	0.00612183
0.00195312	0.482422	0.00612645
0.00195312	0.486328	0.00613015
0.00195312	0.490234	0.00613292
0.00195312	0.494141	0.00613477
0.00195312	0.498047	0.00613569
0.00195312	0.501953	0.00613569
0.00195312	0.505859	0.00613477
0.00195312	0.509766	0.00613292
0.00195312	0.513672	0.00613015
0.00195312	0.517578	0.00612645
0.00195312	0.521484	0.00612184
0.00195312	0.525391	0.00611629
0.00195312	0.529297	0.00610984
0.00195312	0.533203	0.00610245
0.00195312	0.537109	0.00609416
0.00195312	0.541016	0.00608494
0.00195312	0.544922	0.00607481
0.00195312	0.548828	0.00606375
0.00195312	0.552734	0.0060518
0.00195312	0.556641	0.00603892
0.00195312	0.560547	0.00602514
0.00195312	0.564453	0.00601045
