0.0625	0.0625	0.0376708
0.0625	0.1875	0.107337
0.0625	0.3125	0.16076
0.0625	0.4375	0.189765
0.0625	0.5625	0.189892
0.0625	0.6875	0.161083
0.0625	0.8125	0.107695
0.0625	0.9375	0.0378426

0.1875	0.0625	0.107337
0.1875	0.1875	0.305828
0.1875	0.3125	0.458023
0.1875	0.4375	0.54064
0.1875	0.5625	0.540981
0.1875	0.6875	0.45889
0.1875	0.8125	0.30679
0.1875	0.9375	0.107798

0.3125	0.0625	0.160761
0.3125	0.1875	0.458024
0.3125	0.3125	0.685921
0.3125	0.4375	0.809599
0.3125	0.5625	0.810068
0.3125	0.6875	0.687113
0.3125	0.8125	0.459349
0.3125	0.9375	0.161396

0.4375	0.0625	0.189767
0.4375	0.1875	0.540643
0.4375	0.3125	0.809601
0.4375	0.4375	0.95553
0.4375	0.5625	0.956036
0.4375	0.6875	0.810889
0.4375	0.8125	0.542073
0.4375	0.9375	0.190453

0.5625	0.0625	0.189894
0.5625	0.1875	0.540985
0.5625	0.3125	0.810072
0.5625	0.4375	0.956038
0.5625	0.5625	0.956501
0.5625	0.6875	0.81125
0.5625	0.8125	0.542293
0.5625	0.9375	0.190522

0.6875	0.0625	0.161084
0.6875	0.1875	0.458894
0.6875	0.3125	0.687116
0.6875	0.4375	0.810891
0.6875	0.5625	0.811251
0.6875	0.6875	0.68803
0.6875	0.8125	0.459909
0.6875	0.9375	0.161572

0.8125	0.0625	0.107696
0.8125	0.1875	0.306793
0.8125	0.3125	0.459351
0.8125	0.4375	0.542075
0.8125	0.5625	0.542294
0.8125	0.6875	0.459909
0.8125	0.8125	0.307413
0.8125	0.9375	0.107994

0.9375	0.0625	0.0378429
0.9375	0.1875	0.107799
0.9375	0.3125	0.161396
0.9375	0.4375	0.190453
0.9375	0.5625	0.190522
0.9375	0.6875	0.161572
0.9375	0.8125	0.107994
0.9375	0.9375	0.0379365

